Ordering,Tiff,Score,KLP score,LW score,SJ score,check,1+ Step Diff,Orginial ARVO Score,Comments
512,20200624mouse4_OD_L_4_90_0000086_Structure_0001 ra35.TIFF,1,1,0.5,1,x,,,
513,20200624mouse4_OD_L_4_90_0000136_Structure_0001 RA49.TIFF,1,1,1,1,x,,,
514,20200624mouse5_OD_L_4_90_0000026_Structure_0001 ra7.TIFF,0,0,0,0,0.5,,,
515,20200624mouse5_OD_L_4_90_0000076_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
516,20200624mouse5_OD_L_4_90_0000096_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
517,20200624mouse5_OD_L_4_90_0000106_Structure_0001 RA28.TIFF,0,0,0,0,x,,,
518,20200624mouse5_OD_L_4_90_0000136_Structure_0001 ra35.TIFF,0,0,0,0,x,,,
519,20200624mouse5_OD_L_4_90_0000146_Structure_0001 RA42.TIFF,0,0,0,0,x,,,
520,20200624mouse5_OD_L_4_90_0000166_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
521,20200624mouse6_OD_L_4_90_0000026_Structure_0001 ra7.TIFF,0,0,0,0,x,,,
522,20200624mouse6_OD_L_4_90_0000046_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
523,20200624mouse6_OD_L_4_90_0000066_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
524,20200624mouse7_OD_L_4_90_0000036_Structure_0001 ra7.TIFF,0,0,0,0,x,,,
525,20200624mouse7_OD_L_4_90_0000056_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
526,20200624mouse7_OD_L_4_90_0000076_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
527,20200624mouse7_OD_L_4_90_0000096_Structure_0001 RA28.TIFF,0,0,0,0,x,,,
528,20200624mouse7_OD_L_4_90_0000106_Structure_0001 ra35.TIFF,0,0,0,0,x,,,
529,20200624mouse7_OD_L_4_90_0000136_Structure_0001 RA42.TIFF,0,0,0,0,x,,,
530,20200624mouse7_OD_L_4_90_0000156_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
531,20200624mouse8_OD_L_4_90_0000026_Structure_0001 ra7.TIFF,0.5,0.5,0.5,0.5,x,,,
532,20200624mouse8_OD_L_4_90_0000046_Structure_0001 RA14.TIFF,0.5,0.5,0,0.5,0,,,
533,20200624mouse8_OD_L_4_90_0000066_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
534,20200624mouse8_OD_L_4_90_0000086_Structure_0001 RA28.TIFF,0.5,0.5,0,0.5,0,x,0.5,
535,20200624mouse8_OD_L_4_90_0000116_Structure_0001 ra35.TIFF,0,0,0,0,x,,,
536,20200624mouse8_OD_L_4_90_0000126_Structure_0001 RA42.TIFF,0,0,0,0,x,,,
537,20200624mouse8_OD_L_4_90_0000156_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
538,20200624mouse9_OD_L_4_90_0000032_Structure_0001 ra7.TIFF,0,0,0,0,x,,,
539,20200624mouse9_OD_L_4_90_0000050_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
540,20200624mouse9_OD_L_4_90_0000070_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
541,20200624mouse9_OD_L_4_90_0000090_Structure_0001 RA28.TIFF,0,0,0,0,x,,,
542,20200624mouse9_OD_L_4_90_0000100_Structure_0001 ra35.TIFF,0,0,0,0,x,,,
543,20200624mouse9_OD_L_4_90_0000126_Structure_0001 RA42.TIFF,0,0,0,0,x,,,
544,20200624mouse9_OD_L_4_90_0000140_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
545,20200710mouse1_OD_L_4_90_0000036_Structure_0001 RA7.TIFF,0.5,0.5,0,0.5,x,,,
546,20200710mouse10_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,4,4,4,4,x,,,
547,20200710mouse10_OD_L_4_90_0000026_Structure_0001 RA7.TIFF,0,0.5,0,0,x,,,
548,20200710mouse2_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,2,0.5,0.5,0,2,x,0.5,
549,20200710mouse2_OD_L_4_90_0000026_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
550,20200710mouse3_OD_L_4_90_0000018_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
551,20200710mouse3_OD_L_4_90_0000038_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
552,20200710mouse4_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0.5,0,0.5,0.5,x,,,
553,20200710mouse4_OD_L_4_90_0000026_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
554,20200710mouse5_OD_L_4_90_0000012_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
555,20200710mouse5_OD_L_4_90_0000036_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
556,20200710mouse6_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,4,4,4,4,x,,,
557,20200710mouse6_OD_L_4_90_0000026_Structure_0001 RA7.TIFF,1,1,1,1,x,,,
558,20200710mouse7_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,3,3,3,3,x,,,
559,20200710mouse7_OD_L_4_90_0000036_Structure_0001 RA7.TIFF,1,1,2,1,x,,,
560,20200710mouse8_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,4,4,4,4,x,,,
561,20200710mouse8_OD_L_4_90_0000026_Structure_0001 RA7.TIFF,0.5,0.5,0.5,0.5,x,,,
562,20200710mouse9_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0.5,0.5,0.5,0.5,x,,,
563,20200710mouse9_OD_L_4_90_0000036_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
564,20200729mouse1_OD_L_4_90_0000076_Structure_0001 RA4.TIFF,0.5,0.5,0.5,0.5,2,x,0.5,
565,20200729mouse4_OD_L_4_90_0000066_Structure_0001 RA4.TIFF,0,0,0,0,x,,,
566,20200729mouse5_OD_L_4_90_0000072_Structure_0001 RA4.TIFF,0,0,0,0,x,,,
567,20200729mouse6_OD_L_4_90_0000056_Structure_0001 RA4.TIFF,2,2,2,1,x,,,
568,20200729mouse7_OD_L_4_90_0000072_Structure_0001 RA4.TIFF,0.5,0.5,0.5,0,x,,,
569,20200729mouse8_OD_L_4_90_0000076_Structure_0001 RA4.TIFF,0.5,0.5,0.5,0,x,,,
570,20190423mouse3_OD_L_4_90_0000016_Structure_0001 ra1.TIFF,2,2,2,3,3,,,
571,20190423mouse3_OD_L_4_90_0000038_Structure_0001 ra 2.TIFF,4,3,4,4,x,,,
572,20190423mouse5_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0.5,0.5,0.5,0.5,x,,,
573,20190423mouse5_OD_L_4_90_0000026_Structure_0001 RA2.TIFF,1,2,1,1,x,,,
574,20190424mouse1_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
575,20190424mouse1_OD_L_4_90_0000036_Structure_0001 RA2.TIFF,1,1,2,1,x,,,
576,20190424mouse1_OD_L_4_90_0000056_Structure_0001 RA3.TIFF,1,2,1,1,x,,,
577,20190424mouse1_OD_L_4_90_0000076_Structure_0001 RA6.TIFF,0.5,0.5,0.5,0.5,x,,,
578,20190424mouse1_OD_L_4_90_0000096_Structure_0001 RA7.TIFF,1,1,1,1,x,,,
579,20190424mouse1_OD_L_4_90_0000106_Structure_0001 RA14.TIFF,0,1,0,0,x,,,
580,20190424mouse1_OD_L_4_90_0000236_Structure_0001 RA56.TIFF,1,2,1,1,x,,,
581,20190424mouse8_OD_L_4_90_0000026_Structure_0001 RA2.TIFF,2,2,2,2,x,,,
582,20190424mouse17_OD_L_4_90_0000056_Structure_0001 RA3.TIFF,0,0,0.5,0,x,,,
583,20190424mouse17_OD_L_4_90_0000076_Structure_0001 RA6.TIFF,0,0,0,0,x,,,
584,20190514mouse11_OD_L_4_90_0000104_Structure_0001 RA14.TIFF,1,1,1,1,x,,,
585,20190514mouse12_OD_L_4_90_0000126_Structure_0001RA14.TIFF,1,1,1,1,x,,,
586,20190514mouse13_OD_L_4_90_0000096_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
587,20190514mouse15_OD_L_4_90_0000106_Structure_0001 RA14.TIFF,1,1,1,1,x,,,
588,20190514mouse15_OD_L_4_90_0000136_Structure_0001 RA21.TIFF,1,1,1,1,x,,,
589,20190514mouse15_OD_L_4_90_0000156_Structure_0001 RA28.TIFF,1,1,1,1,x,,,
590,20190514mouse15_OD_L_4_90_0000176_Structure_0001 RA35.TIFF,1,1,1,1,x,,,
591,20190514mouse15_OD_L_4_90_0000196_Structure_0001 RA42.TIFF,1,0.5,1,1,x,,,
592,20190514mouse15_OD_L_4_90_0000216_Structure_0001 RA49.TIFF,1,1,1,1,x,,,
593,20190514mouse15_OD_L_4_90_0000236_Structure_0001 RA56.TIFF,1,1,1,1,x,,,
594,20190618mouse1_OD_L_4_90_0000026_Structure_0001 RA1.TIFF,3,2,3,3,2,,,
595,20190618mouse2_OD_L_4_90_0000026_Structure_0001 RA1.TIFF,1,1,1,2,x,,,
596,20190618mouse3_OD_L_4_90_0000026_Structure_0001 RA1.TIFF,1,1,1,3,x,,,
597,20190618mouse4_OD_L_4_90_0000026_Structure_0001 RA1.TIFF,4,4,4,4,x,,,
598,20190618mouse5_OD_L_4_90_0000026_Structure_0001 RA1.TIFF,3,3,3,4,x,,,
599,20190618mouse6_OD_L_4_90_0000026_Structure_0001 RA1.TIFF,4,4,4,4,x,,,
600,20190619mouse6_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,1,1,1,1,x,,,
601,20190619mouse6_OD_L_4_90_0000026_Structure_0001 RA2.TIFF,2,0.5,0.5,0,2,x,0.5,hypopyon?
602,20190619mouse6_OD_L_4_90_0000069_Structure_0001 RA6.TIFF,0,0,0,0,0.5,,,1 cells
603,20190619mouse6_OD_L_4_90_0000119_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
604,20190619mouse6_OD_L_4_90_0000129_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
605,20190619mouse7_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0.5,0,0.5,0.5,x,,,
606,20190619mouse7_OD_L_4_90_0000036_Structure_0001 RA2.TIFF,0,0.5,0,0,0.5,,,edema
607,20190619mouse7_OD_L_4_90_0000046_Structure_0001 RA3.TIFF,0,0,0,0,x,,,
608,20190619mouse7_OD_L_4_90_0000076_Structure_0001 RA6.TIFF,0,0,0,0,x,,,
609,20190619mouse7_OD_L_4_90_0000086_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
610,20190619mouse7_OD_L_4_90_0000116_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
611,20190619mouse7_OD_L_4_90_0000136_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
612,20190625mouse6_OD_L_4_90_0000016_Structure_0001 RA7.TIFF,3,3,3,3,x,,,
613,20190514mouse2_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
614,20190514mouse2_OD_L_4_90_0000036_Structure_0001 RA2.TIFF,3,3,3,3,2,,,
615,20190619mouse6_OD_L_4_90_0000046_Structure_0001 RA3.TIFF,1,1,1,1,x,,,
616,20190619mouse8_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0.5,0.5,0.5,0,x,,,
617,20190619mouse8_OD_L_4_90_0000026_Structure_0001 RA2.TIFF,0.5,0.5,0.5,1,x,,,
618,20190619mouse8_OD_L_4_90_0000056_Structure_0001 RA3.TIFF,0.5,0.5,0.5,0.5,x,,,
619,20190619mouse8_OD_L_4_90_0000116_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
620,20190619mouse8_OD_L_4_90_0000136_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
621,20190619mouse9_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,2,0.5,0.5,0.5,2,x,0.5,
622,20190619mouse9_OD_L_4_90_0000036_Structure_0001 RA2.TIFF,0,0,0,0,x,,,
623,20190619mouse9_OD_L_4_90_0000056_Structure_0001 RA3.TIFF,0,0,0,0,x,,,
624,20190619mouse9_OD_L_4_90_0000076_Structure_0001 RA6.TIFF,0,0,0,0,x,,,
625,20190619mouse9_OD_L_4_90_0000086_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
626,20190619mouse9_OD_L_4_90_0000106_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
627,20190619mouse10_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,2,2,2,0,x,,,
628,20190619mouse10_OD_L_4_90_0000026_Structure_0001 RA2.TIFF,1,1,1,2,2,,,
629,20190619mouse10_OD_L_4_90_0000046_Structure_0001 RA3.TIFF,0.5,0,0.5,0.5,x,,,
630,20190619mouse10_OD_L_4_90_0000066_Structure_0001 RA6.TIFF,0.5,0.5,0.5,0.5,1,,,layer of cells on lens
631,20190619mouse10_OD_L_4_90_0000096_Structure_0001 RA7.TIFF,0.5,0.5,0.5,0.5,1,,,layer of cells on lens
632,20190619mouse11_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
633,20190619mouse11_OD_L_4_90_0000036_Structure_0001 RA2.TIFF,0,0,0,0,x,,,
634,20190619mouse11_OD_L_4_90_0000046_Structure_0001 RA3.TIFF,4,4,4,4,x,,,
635,20190619mouse12_OD_L_4_90_0000046_Structure_0001 RA3.TIFF,0,0,0,0,x,,,
636,20190619mouse12_OD_L_4_90_0000076_Structure_0001 RA6.TIFF,0,0,0,0,x,,,
637,20190619mouse12_OD_L_4_90_0000086_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
638,20190619mouse12_OD_L_4_90_0000106_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
639,20190619mouse13_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0,0,0,0,0.5,,,
640,20190619mouse13_OD_L_4_90_0000036_Structure_0001 RA2.TIFF,0.5,0.5,0.5,0.5,x,,,
641,20190619mouse13_OD_L_4_90_0000046_Structure_0001 RA3.TIFF,0.5,0.5,0.5,0,x,,,
642,20190619mouse13_OD_L_4_90_0000076_Structure_0001 RA6.TIFF,0,0,0,0,x,,,
643,20190619mouse13_OD_L_4_90_0000136_Structure_0001 RA21.TIFF,0.5,0.5,0.5,0.5,x,,,
644,20190619mouse13_OD_L_4_90_0000156_Structure_0001 RA28.TIFF,0,0,0,0,x,,,
645,20190619mouse13_OD_L_4_90_0000216_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
646,20190619mouse14_OD_L_4_90_0000026_Structure_0001 RA2.TIFF,0,0.5,0,0,x,,,
647,20190619mouse14_OD_L_4_90_0000066_Structure_0001 RA6.TIFF,0,0,0,0,0.5,,,
648,20190619mouse14_OD_L_4_90_0000086_Structure_0001 RA7.TIFF,0,0.5,0,0,0.5,,,
649,20190619mouse14_OD_L_4_90_0000116_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
650,20190619mouse14_OD_L_4_90_0000126_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
651,20190619mouse14_OD_L_4_90_0000146_Structure_0001 RA28.TIFF,0,0,0,0,0.5,,,
652,20190619mouse14_OD_L_4_90_0000226_Structure_0001 RA56.TIFF,0,0,0,0,x,,,
653,20190626mouse5_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0,0,0,0,0.5,,,3 cells
654,20190626mouse6_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,4,4,4,4,x,,,
655,20190626mouse7_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0.5,0.5,0.5,1,x,,,
656,20190626mouse8_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,4,4,4,4,x,,,
657,20190626mouse9_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,1,1,1,1,x,,,
658,20190626mouse10_OD_L_4_90_0000016_Structure_0001 RA2.TIFF,2,2,2,2,x,,,
659,20190626mouse11_OD_L_4_90_0000006_Structure_0001 RA2.TIFF,4,4,4,4,x,,,
660,20190626mouse12_OD_L_4_90_0000006_Structure_0001 RA2.TIFF,4,4,4,4,x,,,
661,20190626mouse13_OD_L_4_90_0000006_Structure_0001 RA2.TIFF,3,3,3,2,x,,,
662,20190626mouse14_OD_L_4_90_0000016_Structure_0001 RA2.TIFF,1,1,1,1,x,,,
663,20190710mouse3_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0,3,3,2,0,x,3,misnamed? no way we all missed this
664,20190806mouse1_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,2,2,1,2,x,,,
665,20190806mouse1_OD_L_4_90_0000026_Structure_0001 RA2.TIFF,2,2,2,2,x,,,
666,20190806mouse1_OD_L_4_90_0000056_Structure_0001 RA3.TIFF,2,0.5,0.5,0,2,x,0.5,
667,20190806mouse1_OD_L_4_90_0000076_Structure_0001 RA4.TIFF,2,2,2,2,x,,,
668,20190806mouse1_OD_L_4_90_0000096_Structure_0001 RA7.TIFF,0.5,0.5,0.5,1,x,,,
669,20190806mouse1_OD_L_4_90_0000116_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
670,20190806mouse2_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,3,3,3,2,x,,,
671,20190806mouse2_OD_L_4_90_0000026_Structure_0001 RA2.TIFF,4,4,4,4,x,,,
672,20190806mouse2_OD_L_4_90_0000066_Structure_0001 RA4.TIFF,1,1,0.5,1,0.5,,,edema
673,20190806mouse2_OD_L_4_90_0000096_Structure_0001 RA7.TIFF,0.5,0.5,0.5,0.5,x,,,
674,20190806mouse2_OD_L_4_90_0000116_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
675,20190806mouse2_OD_L_4_90_0000136_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
676,20190806mouse2_OD_L_4_90_0000156_Structure_0001 RA28.TIFF,0,0,0,0,x,,,
677,20190806mouse2_OD_L_4_90_0000186_Structure_0001 RA42.TIFF,0.5,0.5,0.5,0.5,x,,,
678,20190806mouse2_OD_L_4_90_0000216_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
679,20190806mouse2_OD_L_4_90_0000236_Structure_0001 RA56.TIFF,0,0,0,0,x,,,
680,20190806mouse3_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,1,1,1,2,x,,,
681,20190806mouse3_OD_L_4_90_0000026_Structure_0001 RA2.TIFF,1,1,1,0.5,0.5,,,2 cells
682,20190806mouse3_OD_L_4_90_0000046_Structure_0001 RA3.TIFF,0.5,0.5,0.5,0.5,x,,,
683,20190806mouse3_OD_L_4_90_0000076_Structure_0001 RA4.TIFF,0,0,0,0,x,,,
684,20190806mouse3_OD_L_4_90_0000086_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
685,20190806mouse3_OD_L_4_90_0000116_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
686,20190806mouse3_OD_L_4_90_0000136_Structure_0001 RA28.TIFF,0,0,0,0,x,,,
687,20190806mouse3_OD_L_4_90_0000216_Structure_0001 RA56.TIFF,0,0,0,0,x,,,
688,20190806mouse4_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,1,1,1,0.5,0.5,,,
689,20190806mouse4_OD_L_4_90_0000036_Structure_0001 RA2.TIFF,0.5,0.5,0.5,0,x,,,
690,20190806mouse4_OD_L_4_90_0000056_Structure_0001 RA3.TIFF,0,0,0,0,x,,,
691,20190806mouse4_OD_L_4_90_0000066_Structure_0001 RA4.TIFF,0,0,0,0,x,,,
692,20190806mouse4_OD_L_4_90_0000096_Structure_0001 RA7.TIFF,1,1,1,0.5,x,,,
693,20190806mouse4_OD_L_4_90_0000126_Structure_0001 RA21.TIFF,0.5,0.5,0.5,1,x,,,
694,20190806mouse4_OD_L_4_90_0000156_Structure_0001 RA28.TIFF,0.5,0,0.5,0.5,x,,,
695,20190806mouse4_OD_L_4_90_0000176_Structure_0001 RA35.TIFF,0.5,0.5,0.5,0.5,x,,,
696,20190806mouse4_OD_L_4_90_0000186_Structure_0001 RA42.TIFF,0,0,0,0,x,,,
697,20190806mouse4_OD_L_4_90_0000216_Structure_0001 RA49.TIFF,0.5,0.5,1,0.5,0,,,
698,20190806mouse4_OD_L_4_90_0000236_Structure_0001 RA56.TIFF,1,0.5,1,1,x,,,
699,20190806mouse5_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,1,1,2,1,x,,,
700,20190806mouse5_OD_L_4_90_0000086_Structure_0001 RA7.TIFF,0.5,0.5,0.5,0.5,x,,,
701,20190806mouse5_OD_L_4_90_0000146_Structure_0001 RA28.TIFF,0,0,0,0,x,,,
702,20190806mouse6_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0.5,0.5,0.5,0,x,,,
703,20190806mouse6_OD_L_4_90_0000066_Structure_0001 RA4.TIFF,0,0.5,0,0,0.5,,,edema
704,20190806mouse6_OD_L_4_90_0000160_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
705,20190806mouse6_OD_L_4_90_0000200_Structure_0001 RA35.TIFF,0,0,0.5,0,x,,,
706,20190806mouse6_OD_L_4_90_0000210_Structure_0001 RA42.TIFF,0,0,0,0,x,,,
707,20190806mouse6_OD_L_4_90_0000240_Structure_0001 RA49.TIFF,0,0,0.5,0,x,,,
708,20190806mouse8_OD_L_4_90_0000026_Structure_0001 RA2.TIFF,0.5,1,0.5,0.5,x,,,
709,20190806mouse8_OD_L_4_90_0000056_Structure_0001 RA3.TIFF,0,0.5,0,0,x,,,
710,20190806mouse8_OD_L_4_90_0000076_Structure_0001 RA4.TIFF,1,1,0.5,1,0.5,,,
711,20190806mouse8_OD_L_4_90_0000096_Structure_0001 RA7.TIFF,0.5,0.5,0.5,0.5,x,,,
712,20190806mouse9_OD_L_4_90_0000146_Structure_0001 RA35.TIFF,0.5,0.5,1,0.5,x,,,
713,20190806mouse9_OD_L_4_90_0000176_Structure_0001 RA42.TIFF,0.5,0.5,0.5,0.5,x,,,
714,20190806mouse9_OD_L_4_90_0000186_Structure_0001 RA49.TIFF,0.5,0.5,0.5,0.5,x,,,
715,20190806mouse10_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,1,1,1,1,x,,,
716,20190806mouse11_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0.5,1,0.5,0.5,x,,,
717,20190806mouse11_OD_L_4_90_0000026_Structure_0001 RA2.TIFF,2,2,2,3,x,,,
718,20190806mouse11_OD_L_4_90_0000056_Structure_0001 RA3.TIFF,1,1,1,0.5,0.5,,,1 cell
719,20190806mouse11_OD_L_4_90_0000076_Structure_0001 RA4.TIFF,0.5,0.5,0.5,0,x,,,
720,20190806mouse11_OD_L_4_90_0000086_Structure_0001 RA7.TIFF,0.5,0.5,0.5,0.5,x,,,
721,20190821mouse1_OD_L_4_90_0000007_Structure_0001 RA1.TIFF,1,1,1,2,x,,,
722,20190821mouse1_OD_L_4_90_0000028_Structure_0001 RA2.TIFF,1,1,2,1,2,,,
723,20190821mouse1_OD_L_4_90_0000058_Structure_0001 RA3.TIFF,0,0,0,0,x,,,
724,20190821mouse1_OD_L_4_90_0000078_Structure_0001 RA6.TIFF,0,0,0,0,x,,,
725,20190821mouse1_OD_L_4_90_0000098_Structure_0001 RA7.TIFF,0.5,0.5,0.5,0.5,x,,,
726,20190821mouse2_OD_L_4_90_0000036_Structure_0001 RA2.TIFF,1,1,1,1,x,,,
727,20190821mouse2_OD_L_4_90_0000046_Structure_0001 RA3.TIFF,1,1,2,1,x,,,
728,20190821mouse2_OD_L_4_90_0000066_Structure_0001 RA6.TIFF,1,1,1,1,x,,,
729,20190821mouse2_OD_L_4_90_0000086_Structure_0001 RA7.TIFF,1,0.5,1,1,x,,,
730,20190821mouse3_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0.5,0.5,1,0.5,x,,,
731,20190821mouse3_OD_L_4_90_0000026_Structure_0001 RA2.TIFF,0.5,0.5,0.5,0,x,,,
732,20190821mouse3_OD_L_4_90_0000056_Structure_0001 RA3.TIFF,0.5,0.5,0.5,1,x,,,
733,20190821mouse3_OD_L_4_90_0000076_Structure_0001 RA6.TIFF,0,0,0,0,x,,,
734,20190821mouse3_OD_L_4_90_0000096_Structure_0001 RA7.TIFF,0.5,0.5,0.5,0.5,x,,,
735,20190821mouse3_OD_L_4_90_0000116_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
736,20190821mouse3_OD_L_4_90_0000136_Structure_0001 RA21.TIFF,0.5,0.5,0,0.5,0,,,
737,20190821mouse3_OD_L_4_90_0000146_Structure_0001 RA28.TIFF,0.5,0.5,0.5,0.5,x,,,
738,20190821mouse3_OD_L_4_90_0000186_Structure_0001 RA42.TIFF,0,0,0,0,x,,,
739,20190821mouse4_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,4,4,4,2,x,,,
740,20190821mouse4_OD_L_4_90_0000036_Structure_0001 RA2.TIFF,3,3,3,1,2,,,
741,20190821mouse6_OD_L_4_90_0000036_Structure_0001 RA2.TIFF,1,1,1,1,x,,,
742,20190821mouse7_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
743,20190821mouse7_OD_L_4_90_0000056_Structure_0001 RA3.TIFF,0.5,0.5,0.5,1,x,,,
744,20190821mouse7_OD_L_4_90_0000076_Structure_0001 RA6.TIFF,0.5,0.5,0.5,0.5,x,,,
745,20190821mouse7_OD_L_4_90_0000096_Structure_0001 RA7.TIFF,0.5,0.5,0.5,0.5,x,,,
746,20190925mouse20_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,4,4,4,4,x,,,
747,20200207mouse2_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
748,20200207mouse7_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,3,3,3,3,x,,,
749,20200207mouse8_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,3,2,3,3,x,,,
750,20200207mouse9_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
751,20200207mouse10_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0.5,1,0.5,0.5,x,,,
752,20200604mouse1_OD_L_4_90_0000076_Structure_0001 ra2.TIFF,0.5,0.5,0.5,0,x,,,
753,20200604mouse3_OD_L_4_90_0000076_Structure_0001 ra2.TIFF,0,0.5,0,0,0.5,,,edema
754,20200604mouse4_OD_L_4_90_0000076_Structure_0001 ra2.TIFF,2,2,2,2,3,,,
755,20200604mouse6_OD_L_4_90_0000076_Structure_0001 ra2.TIFF,2,2,2,2,x,,,
756,20200604mouse10_OD_L_4_90_0000076_Structure_0001 ra2.TIFF,0,0,0,0,x,,,
757,20200630mouse1_OD_L_4_90_0000026_Structure_0001 ra10h.TIFF,2,2,2,2,x,,,
758,20200630mouse1_OD_L_4_90_0000056_Structure_0001 ra1.TIFF,3,3,3,3,x,,,
759,20200630mouse1_OD_L_4_90_0000076_Structure_0001 ra2.TIFF,2,2,2,2,x,,,
760,20200630mouse2_OD_L_4_90_0000036_Structure_0001 ra10h.TIFF,2,2,2,2,x,,,
761,20200630mouse2_OD_L_4_90_0000046_Structure_0001 ra1.TIFF,1,1,1,1,x,,,
762,20200630mouse3_OD_L_4_90_0000026_Structure_0001 RA10H.TIFF,2,2,2,1,1,,,
763,20200630mouse2_OD_L_4_90_0000066_Structure_0001 RA2 .TIFF,0.5,0.5,1,0.5,x,,,
764,20200630mouse3_OD_L_4_90_0000056_Structure_0001 ra1.TIFF,1,1,1,1,x,,,
765,20200630mouse3_OD_L_4_90_0000076_Structure_0001 ra2.TIFF,1,1,1,2,x,,,
766,20200630mouse5_OD_L_4_90_0000060_Structure_0001 ra1.TIFF,1,1,1,0.5,x,,,
767,20200630mouse6_OD_L_4_90_0000046_Structure_0001 ra1.TIFF,2,2,2,2,x,,,
768,20200630mouse7_OD_L_4_90_0000026_Structure_0001 ra10h.TIFF,2,2,1,2,x,,,
